Planta;Operação;Remetente;CNPJ Rem;Cidade Rem;UF Rem;CTRC;DT Emissao CTRC;Nota Fiscal;DT Emissão NF;Qtde Volume;Vlr Mercadoria;Destinatário;CNPJ Dest;Cidade Dest;UF Dest;Tipo Agente;Agente;Dt Inicio Transporte;Agente Resumido;Prev. Entrega;Previsão Atualizada;Previsão Transportador;Condição especial;Cliente Agendado;Tipo Agenda;Cliente Premier;Site/Email/Tel;Acesso/Nome Resp;Data Agenda;Status Agenda;Ocorre Agenda;Data Entrega PR;Data Saida PR;Data Entrega DDA;Data Saida DDA;Data Entrega FINAL;Previsão Agente;Localização;Ocorrência;Detalhamento Ocorre;Resp Ocorre Int;Ocorrência Interna;Data Retorno Planta;Resp Atraso;Motivo Atraso;Ordem Status HUB;Status HUB;Performance Entrega CEVA;Performance Nova Previsão;Status Entrega;Região;Modal;Performance Entrega Agente;Teste1;Teste2;Status XD;Aging;Teste5;Status Congelado;Previsão Congelada;Ocorrência Base Congelada;Status Entrega x Agenda;Lead Time;Chave lead Time;Agente Entrega;Critico;Fil Origem Alfa;Peso Bruto;Peso Liquido;Email;Chave;Meta Operação;Desti Resumido;Status Resumido Agenda;Aging Processo Em Aberto;Status Agenda Resumido 2;Dt Corte;Filial;Data Entrega Final (Tratado);DT Emissão CTRC (Tratado);Performance Entrega CEVA + Transferência
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111549;15/08/2026;873852;13/08/2026;2;2818,6;J. S. DIST. (NATAL);4,19E+12;PARNAMIRIM;RN;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;418587700;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLPARNAMIRIM;TERMACO;;;;;nce11@carvalima.com.br;1,1155E+11;0,96;JS DISTRIBUIDORA;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111602;15/08/2026;872591;12/08/2026;1;399,02;NOVO MUNDO CAMINHOES E EQUIPAMENTOS RODO;1,18E+13;JABOATAO DOS GUARARAPES;PE;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;26/08/2026;16/01/1900;;Não;;;;;;;;;;;;26/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;1184030300;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLJABOATAO DOS GUARARAPES;TERMACO;;;;;nce11@carvalima.com.br;1,11603E+11;0,96;NOVO MUNDO;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;26/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111557;15/08/2026;873145;12/08/2026;3;2579,83;JS DISTRIBUIDORA DE PECAS S/A.;4,19E+12;TERESINA;PI;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;418587700;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;nce11@carvalima.com.br;1,11558E+11;0,96;JS DISTRIBUIDORA;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111693;15/08/2026;873210;12/08/2026;1;437,3;VOLVOLKS AUTOPECAS LTDA;3,52E+12;TERESINA;PI;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;351873900;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;nce11@carvalima.com.br;1,11694E+11;0,96;VOLVOLKSAUTOPECAS;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111647;15/08/2026;873653;13/08/2026;0;159,65;RAIMUNDO AUTOPECAS LTDA;8,23E+12;MOSSORO;RN;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;27/08/2026;16/01/1900;;Não;;;;;;;;;;;;27/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;823287100;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLMOSSORO;TERMACO;;;;;nce11@carvalima.com.br;1,11648E+11;0,96;RAIMUNDO AUTOPECAS;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;27/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110763;15/08/2026;438551;11/08/2026;1;1568,78;REV COMERCIO E REPRESENTACOES LTDA;3,50E+13;TERESINA;PI;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;3496957600;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;nce11@carvalima.com.br;1,10763E+11;0,96;REV COMERCIO;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110597;15/08/2026;870373;10/08/2026;1;1429,92;FORTBRAS AUTOPECAS S.A;2,28E+13;PORTO VELHO;RO;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;26/08/2026;16/01/1900;;Não;;;;;;Solicitar agenda;;;;;;26/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORTE;RODOVIARIO;Entregue no Prazo;;2276158401;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLPORTO VELHO;CARVALIMA;;;;;nce11@carvalima.com.br;1,10598E+11;0,96;FORTBRAS;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;26/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111688;15/08/2026;872881;12/08/2026;2;1046,06;VENEZA DIESEL CAMINHOES E ONIBUS LTDA;1,42E+13;GARANHUNS;PE;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;27/08/2026;16/01/1900;;Não;;;;;;;;;;;;27/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;1424658900;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLGARANHUNS;TERMACO;;;;;nce11@carvalima.com.br;1,11689E+11;0,96;VENEZA;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;27/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110662;15/08/2026;869623;08/08/2026;3;527,76;NORTE COMERCIO DE PECAS E ACESSORIOS PA;3,45E+13;ARIQUEMES;RO;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORTE;RODOVIARIO;Entregue no Prazo;;3453885000;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLARIQUEMES;CARVALIMA;;;;;nce11@carvalima.com.br;1,10663E+11;0,96;NORTE COMERCIO;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110608;15/08/2026;874229;13/08/2026;1;1183,61;IDEAL DISTRIBUIDORA DE PECAS PARA VEICU;8,66E+12;CAMPINA GRANDE;PB;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;03/09/2026;16/01/1900;;Sim;E-MAIL;;aprovacao.entradas1@idealdistribuidoracg.com.br;;03/09/2026;Agendado;;;;;;03/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue Fora do Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue Fora do Prazo;;866147900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLCAMPINA GRANDE;TERMACO;;;;;nce11@carvalima.com.br;1,10609E+11;0,96;IDEAL;Agendado;> de 20 Dias;Agendado;=> 01/03;;03/09/2026;15/08/2026;Entregue Fora do Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110748;15/08/2026;872887;12/08/2026;0;1418,91;VENEZA DIESEL CAMINHOES E ONIBUS LTDA;1,42E+13;GARANHUNS;PE;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;27/08/2026;16/01/1900;;Não;;;;;;;;;;;;27/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;1424658900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLGARANHUNS;TERMACO;;;;;victoria.franca@termaco.com.br;1,10749E+11;0,96;VENEZA;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;27/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111693;15/08/2026;873006;12/08/2026;1;359,8;VOLVOLKS AUTOPECAS LTDA;3,52E+12;TERESINA;PI;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;351873900;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;nce11@carvalima.com.br;1,11694E+11;0,96;VOLVOLKSAUTOPECAS;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111411;15/08/2026;872694;12/08/2026;1;1904,53;AUTO PECAS PADRE CICERO LTDA;7,97E+12;TERESINA;PI;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Sim;E-MAIL;;recebimentof19@pecicero.com.br;;;Agendado;tsp agenda;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;796580900;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;nce11@carvalima.com.br;1,11412E+11;0,96;PADRE CICERO;Agendado;> de 20 Dias;Agendado;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111658;15/08/2026;872681;12/08/2026;1;829,9;REV COMERCIO E REPRESENTACOES LTDA;3,50E+13;TERESINA;PI;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;3496957600;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;nce11@carvalima.com.br;1,11659E+11;0,96;REV COMERCIO;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110622;15/08/2026;873711;13/08/2026;1;907,39;JS DISTRIBUIDORA DE PECAS S/A.;4,19E+12;TERESINA;PI;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;418587700;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;victoria.franca@termaco.com.br;1,10623E+11;0,96;JS DISTRIBUIDORA;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110662;15/08/2026;870361;10/08/2026;1;730,5;NORTE COMERCIO DE PECAS E ACESSORIOS PA;3,45E+13;ARIQUEMES;RO;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORTE;RODOVIARIO;Entregue no Prazo;;3453885000;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLARIQUEMES;CARVALIMA;;;;;nce11@carvalima.com.br;1,10663E+11;0,96;NORTE COMERCIO;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111411;15/08/2026;873026;12/08/2026;1;3326,74;AUTO PECAS PADRE CICERO LTDA;7,97E+12;TERESINA;PI;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;27/08/2026;16/01/1900;;Sim;E-MAIL;;recebimentof19@pecicero.com.br;;27/08/2026;Agendado;tsp agenda;;;;;27/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;796580900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLTERESINA;TERMACO;;;;;victoria.franca@termaco.com.br;1,11412E+11;0,96;PADRE CICERO;Agendado;> de 20 Dias;Agendado;=> 01/03;;27/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111412;15/08/2026;873827;13/08/2026;1;3231,68;AUTO PECAS PADRE CICERO LTDA;7,97E+12;JABOATAO DOS GUARARAPES;PE;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;27/08/2026;16/01/1900;;Sim;E-MAIL;;"dirley@pecicero.com.br ; recebimentof31@pecicero.com.br ; recebimento.f43@pecicero.com.br";;27/08/2026;Agendado;tsp agenda;;;;;27/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;796580900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLJABOATAO DOS GUARARAPES;TERMACO;;;;;victoria.franca@termaco.com.br;1,11413E+11;0,96;PADRE CICERO;Agendado;> de 20 Dias;Agendado;=> 01/03;;27/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110597;15/08/2026;867595;06/08/2026;6;1147,45;FORTBRAS AUTOPECAS S.A;2,28E+13;PORTO VELHO;RO;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;26/08/2026;16/01/1900;;Não;;;;;;Solicitar agenda;;;;;;26/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORTE;RODOVIARIO;Entregue no Prazo;;2276158401;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLPORTO VELHO;CARVALIMA;;;;;nce11@carvalima.com.br;1,10598E+11;0,96;FORTBRAS;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;26/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110718;15/08/2026;873023;12/08/2026;1;3399,07;REDIESEL RECIFE AUTODIESEL LTDA;3,55E+13;JABOATAO DOS GUARARAPES;PE;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;26/08/2026;16/01/1900;;Sim;E-mail;;italo@rediesel.com.br;;26/08/2026;Agendado;;;;;;26/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;3551272200;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLJABOATAO DOS GUARARAPES;TERMACO;;;;;nce11@carvalima.com.br;1,10719E+11;0,96;REDIESEL;Agendado;> de 20 Dias;Agendado;=> 01/03;;26/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111563;15/08/2026;873173;12/08/2026;1;557,08;JS DISTRIBUIDORA DE PECAS SA;4,19E+12;CAMPINA GRANDE;PB;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;28/08/2026;16/01/1900;;Não;;;;;;;;;;;;28/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;418587700;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLCAMPINA GRANDE;TERMACO;;;;;victoria.franca@termaco.com.br;1,11564E+11;0,96;JS DISTRIBUIDORA;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;28/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110608;15/08/2026;873445;13/08/2026;3;7525,4;IDEAL DISTRIBUIDORA DE PECAS PARA VEICU;8,66E+12;CAMPINA GRANDE;PB;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;03/09/2026;16/01/1900;;Sim;E-MAIL;;aprovacao.entradas1@idealdistribuidoracg.com.br;;03/09/2026;Agendado;;;;;;03/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue Fora do Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue Fora do Prazo;;866147900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLCAMPINA GRANDE;TERMACO;;;;;nce11@carvalima.com.br;1,10609E+11;0,96;IDEAL;Agendado;> de 20 Dias;Agendado;=> 01/03;;03/09/2026;15/08/2026;Entregue Fora do Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110761;15/08/2026;438483;10/08/2026;1;2262,46;IDEAL DISTRIBUIDORA DE PECAS PARA VEICU;8,66E+12;CAMPINA GRANDE;PB;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;03/09/2026;16/01/1900;;Sim;E-MAIL;;aprovacao.entradas1@idealdistribuidoracg.com.br;;03/09/2026;Agendado;;;;;;03/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue Fora do Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue Fora do Prazo;;866147900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLCAMPINA GRANDE;TERMACO;;;;;victoria.franca@termaco.com.br;1,10761E+11;0,96;IDEAL;Agendado;> de 20 Dias;Agendado;=> 01/03;;03/09/2026;15/08/2026;Entregue Fora do Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111544;15/08/2026;873144;12/08/2026;1;922,57;IDEAL DISTRIBUIDORA DE PECAS PARA VEICU;8,66E+12;CAMPINA GRANDE;PB;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;03/09/2026;16/01/1900;;Sim;E-MAIL;;aprovacao.entradas1@idealdistribuidoracg.com.br;;03/09/2026;Agendado;;;;;;03/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue Fora do Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue Fora do Prazo;;866147900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLCAMPINA GRANDE;TERMACO;;;;;victoria.franca@termaco.com.br;1,11545E+11;0,96;IDEAL;Agendado;> de 20 Dias;Agendado;=> 01/03;;03/09/2026;15/08/2026;Entregue Fora do Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110664;15/08/2026;867617;06/08/2026;1;113,89;NORTE COMERCIO DE PECAS E ACESSORIOS PA;3,45E+13;PORTO VELHO;RO;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;25/08/2026;16/01/1900;;Não;;;;;;;;;;;;25/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORTE;RODOVIARIO;Entregue no Prazo;;3453885000;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLPORTO VELHO;CARVALIMA;;;;;nce11@carvalima.com.br;1,10665E+11;0,96;NORTE COMERCIO;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;25/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111533;15/08/2026;864248;03/08/2026;2;4753,96;FORTBRAS AUTOPECAS S.A;2,28E+13;PORTO VELHO;RO;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;26/08/2026;16/01/1900;;Não;;;;;;Solicitar agenda;;;;;;26/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORTE;RODOVIARIO;Entregue no Prazo;;2276158401;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLPORTO VELHO;CARVALIMA;;;;;nce11@carvalima.com.br;1,11534E+11;0,96;FORTBRAS;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;26/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111647;15/08/2026;872727;12/08/2026;1;2170,69;RAIMUNDO AUTOPECAS LTDA;8,23E+12;MOSSORO;RN;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;27/08/2026;16/01/1900;;Não;;;;;;;;;;;;27/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;823287100;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLMOSSORO;TERMACO;;;;;nce11@carvalima.com.br;1,11648E+11;0,96;RAIMUNDO AUTOPECAS;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;27/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;110666;15/08/2026;873010;12/08/2026;1;1666,18;NOVO MUNDO CAMINHOES E EQUIPAMENTOS RODO;1,18E+13;JABOATAO DOS GUARARAPES;PE;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;26/08/2026;16/01/1900;;Não;;;;;;;;;;;;26/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;1184030300;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLJABOATAO DOS GUARARAPES;TERMACO;;;;;victoria.franca@termaco.com.br;1,10667E+11;0,96;NOVO MUNDO;Pendente;> de 20 Dias;Pendente Agenda;=> 01/03;;26/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111412;15/08/2026;873839;13/08/2026;2;2818,53;AUTO PECAS PADRE CICERO LTDA;7,97E+12;JABOATAO DOS GUARARAPES;PE;Agregado;TERMACO TERM. M. CONT. SERV ACESS. LTDA;15/08/2026;TERMACO;01/09/2026;27/08/2026;16/01/1900;;Sim;E-MAIL;;"dirley@pecicero.com.br ; recebimentof31@pecicero.com.br ; recebimento.f43@pecicero.com.br";;27/08/2026;Agendado;tsp agenda;;;;;27/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;796580900;;Expedido;;;;;;11;VALINHOSRODOVIARIO LTLJABOATAO DOS GUARARAPES;TERMACO;;;;;victoria.franca@termaco.com.br;1,11413E+11;0,96;PADRE CICERO;Agendado;> de 20 Dias;Agendado;=> 01/03;;27/08/2026;15/08/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;111657;15/08/2026;872540;12/08/2026;1;1643,2;REDIESEL RECIFE AUTODIESEL LTDA;3,55E+13;JABOATAO DOS GUARARAPES;PE;Agregado;DENILSON TAVARES;15/08/2026;XD DDA;01/09/2026;26/08/2026;16/01/1900;;Sim;E-mail;;italo@rediesel.com.br;;;Agendado;;;;;;26/08/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORDESTE;RODOVIARIO;Entregue no Prazo;;3551272200;;> de 7 Dias;;;;;;11;VALINHOSRODOVIARIO LTLJABOATAO DOS GUARARAPES;TERMACO;;;;;nce11@carvalima.com.br;1,11658E+11;0,96;REDIESEL;Agendado;> de 20 Dias;Agendado;=> 01/03;;26/08/2026;15/08/2026;Entregue no Prazo
